Nodes	12.07.2006.2b	02.07.2008	12.07.2009.1b	08.08.2009.2b	22.08.2009.1	12.09.2006.2b	05.07.2011.2	17.10.2012.2	18.08.2008.2d	25.07.2009.b	14.08.2012.1	02.09.2009.2	04.08.2008.4b	02.06.2008	15.07.2008	16.06.10.1	12.07.2006.1b	19.10.10.2	17.09.2012.2	24.04.12.1	16.06.10.2	25.07.06.1	27.08.13.2	16.09.10.1	27.10.08.2	15.08.2006.1a	23.10.13.2	26.09.2006.1b	12.10.11.2	01.06.08.1	23.09.2009.1	05.07.10.1	27.08.13.1	19.09.07.2	10.08.10.1	17.09.13.2	16.09.09.2	12.10.11.1	27.10.08.1	03.07.13.1	12.06.11.1	12.07.10.2	19.07.11.1	17.09.13.1	22.08.10.1	12.07.10.1	16.09.10.2	23.08.11.2	29.08.08.2	23.09.2009.2	15.05.11.1	23.08.11.1	07.06.12.2	05.05.10.1	05.05.10.2	26.09.07.2	12.09.11.1	23.10.13.1	05.06.13.2	07.06.12.1	16.08.13.2	06.07.07.2	05.06.13.1	29.08.08.1	16.08.13.1	10.08.10.2	22.08.07.2	05.09.06.1	02.08.07.1	27.06.06.1	07.10.08.6b	10.10.07.1	22.08.06.1	05.09.07.2	12.09.11.2	27.06.06.2	19.10.10.1	26.09.07.1	09.05.07.1	22.08.07.1	16.10.2006.2b	19.09.07.1	02.08.07.2	04.08.2008.2b	22.08.2009.p1	02.09.09.1	21.06.2011.2	15.10.09.p2	03.09.08.2b	25.06.2008.a	26.07.10.1	06.07.07.1	09.08.11.1	20.07.2012.2	29.07.2009.2d	13.06.2006.2c	19.07.11.2	20.05.2009.1	16.09.09.1	07.10.2008.5b	22.05.08.1	15.08.2006.2a	15.10.2009.1	29.08.07.2	09.08.11.2	17.09.2008.3b	21.06.2011.1	15.07.2008.2	02.08.2006.1b	19.06.2009.1	01.06.2008	18.08.2008.4d	08.07.2009.2	03.07.13.2	08.08.2009.p2	12.09.2006.1a	05.09.06.2	09.05.07.2	22.08.06.2	17.10.2012.1	20.05.2009.2	25.06.2008.b	05.09.07.1	13.06.2006.1c	28.07.2008.3d	08.07.2009.1	12.07.2009.2b	25.07.2009.p2	14.08.2012.2	20.07.2012.1	10.10.06.1	19.06.2009.2	05.07.2011.1	17.09.2008.1d	02.08.2006.2b	taxa
4984	1	0	0	0	0	0	8	1	0	0	0	0	0	3	0	0	5	1	0	1	0	1	0	0	7	13	0	17	9	2	0	0	0	0	1	0	0	14	3	0	4	0	18	0	0	0	0	0	32	0	5	4	0	0	0	0	11	0	0	0	0	0	0	36	0	0	0	9	0	0	0	2	93	0	8	1	3	1	0	0	113	0	0	0	0	0	30	0	2	2	0	0	2	0	0	6	76	2	0	2	5	21	0	52	0	5	38	1	41	2	1	1	2	0	0	7	24	0	65	0	3	4	1	3	10	4	1	0	0	1	87	1	110	11	169	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
5011	0	1	1	0	2	0	0	2	1	0	0	0	0	1	0	9	0	8	1	25	20	0	17	24	6	4	7	0	18	36	0	36	6	6	13	6	5	20	12	20	40	6	13	2	12	5	65	11	9	0	23	9	41	17	16	9	8	10	56	19	22	1	118	4	19	10	20	4	14	18	14	13	9	5	15	14	27	15	18	35	0	15	21	0	0	6	7	3	7	3	7	7	0	1	0	4	18	17	1	4	76	9	0	11	0	6	2	0	9	1	12	0	29	49	9	5	11	29	6	1	18	7	26	8	7	11	30	1	12	5	5	41	38	28	27	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
5012	0	1	0	1	2	0	5	1	1	0	0	0	1	0	1	21	2	6	8	20	27	0	23	31	29	7	14	1	14	36	4	48	7	18	17	8	5	42	35	35	63	6	26	5	9	17	97	14	12	1	37	10	41	23	21	9	13	10	76	20	34	11	110	4	37	16	72	8	40	17	16	16	7	18	38	23	39	18	30	88	2	31	35	0	0	8	14	7	20	9	14	13	0	0	1	3	28	9	5	6	65	6	2	4	0	10	8	2	20	2	12	1	16	103	6	2	23	68	6	4	21	11	39	16	5	15	32	2	22	2	10	57	60	48	49	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
5037	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	1	0	1	0	3	19	4	34	2	4	0	1	1	6	0	1	0	28	1	0	0	9	0	3	6	1	0	0	0	0	0	0	2	0	0	2	0	75	0	2	0	1	2	0	12	3	1	2	10	2	0	3	0	0	0	1	4	11	37	0	0	0	2	9	1	335	1	189	0	0	0	52	5	0	2	2	2	4	8	7	0	3	1	2	1	0	36	5	22	1	1	0	10	0	11	1	21	202	21	34	0	11	14	0	0	1	29	5	36	36	9	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
5039	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	0	0	7	0	0	0	0	11	0	0	0	7	14	0	4	0	1	0	4	1	0	8	0	7	0	10	0	0	0	0	0	0	0	7	1	0	0	0	0	10	178	0	33	1	10	1	0	1	0	0	12	0	0	0	3	0	1	0	0	2	0	0	20	5	3	43	1	15	0	18	0	0	251	1	0	5	0	2	1	0	4	0	0	4	1	10	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
5045	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	3	0	1	0	1	0	0	0	0	1	0	0	1	2	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	11	3	3	0	16	0	0	0	7	2	0	2	0	0	9	0	3	0	16	0	4	23	14	33	6	27	13	1	9	0	7	0	0	0	0	11	1	26	6	23	0	71	4	2	5	0	0	0	3	1	7	2	51	21	3	0	4	0	1	27	0	0	20	6	44	0	0	1	3	4	0	49	0	2	11	20	5	2	0	1	0	1	0	0	0	5	4	0	"k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
5046	1	0	0	0	1	1	0	0	1	0	1	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	3	0	1	0	4	1	0	0	0	0	1	0	0	0	1	1	11	0	0	6	0	0	0	0	5	0	0	0	30	4	0	9	19	4	2	3	25	0	24	0	13	0	6	0	0	0	0	2	0	0	13	3	18	9	0	0	11	0	0	6	0	0	0	0	2	0	0	33	0	2	0	12	0	17	0	1	9	0	0	105	0	0	2	63	20	0	34	0	1	0	0	0	0	0	1	0	7	0	1	0	0	18	40	"k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
5051	9	4	15	5	7	19	24	68	9	7	1	53	10	180	30	99	86	52	42	241	166	21	8	38	117	20	85	189	81	240	179	140	9	120	82	33	126	127	239	66	170	64	111	18	59	55	76	219	104	375	280	241	119	286	351	286	103	76	189	104	250	97	146	124	94	115	170	143	146	160	229	365	107	282	66	169	163	343	1015	420	730	242	133	124	184	203	226	258	290	76	74	154	46	232	33	412	235	450	247	349	637	47	545	210	19	161	238	255	255	488	718	481	248	154	407	289	359	1877	102	646	283	161	506	586	636	489	450	27	131	195	870	598	338	452	858	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
5053	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	3	0	23	10	0	0	1	7	0	3	0	2	22	2	9	1	4	4	2	5	8	18	5	21	1	10	0	2	3	8	10	6	2	24	4	4	20	11	6	1	2	15	5	10	0	16	3	2	1	10	1	14	3	6	21	4	5	2	5	13	11	37	23	0	9	4	1	0	7	1	8	9	2	2	4	0	0	0	2	7	10	1	3	34	0	0	3	0	0	0	0	6	3	1	0	8	11	3	3	13	83	2	1	8	2	15	7	6	5	13	1	2	2	20	14	6	11	20	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
5055	0	1	2	0	1	0	0	1	0	0	0	0	0	1	0	12	0	1	1	2	21	2	1	3	9	0	8	0	1	4	1	6	0	5	1	5	5	15	23	4	4	2	6	1	1	4	4	16	4	0	1	18	12	1	3	11	1	11	10	6	9	7	13	5	7	1	20	2	16	3	11	18	6	16	9	4	5	9	2	42	1	23	16	0	2	3	1	11	9	1	1	13	0	0	0	1	19	2	5	2	6	0	2	8	1	2	1	1	11	0	5	0	7	20	4	4	15	5	3	4	10	1	24	5	4	5	16	0	3	1	8	26	11	12	32	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__"
5079	0	0	0	0	0	1	0	7	0	0	0	0	0	3	1	0	1	0	1	8	0	0	0	0	22	0	12	3	5	3	3	1	0	2	0	2	4	14	26	1	1	1	0	1	0	0	0	2	7	6	4	0	2	6	15	10	4	10	2	0	0	8	1	4	0	0	2	7	3	15	5	18	0	7	6	27	1	3	4	1	26	1	0	1	0	7	1	90	4	2	0	16	0	0	1	12	1	22	21	2	7	0	30	8	0	10	5	4	0	42	15	2	3	3	4	9	19	12	3	75	1	13	6	20	1	10	2	0	1	0	85	28	6	12	1	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
5083	0	2	0	0	9	1	9	5	0	0	3	14	0	1	2	0	0	1	10	0	0	0	13	2	1	5	2	14	12	3	10	0	20	16	15	1	11	19	8	17	0	31	68	6	2	21	3	22	4	17	1	36	0	0	0	28	16	3	0	0	76	1	0	2	77	61	43	12	17	2	85	25	5	26	19	0	0	61	0	56	0	27	34	18	86	11	21	2	63	1	8	3	6	3	0	0	83	17	8	136	4	10	3	5	1	91	81	9	6	20	5	39	11	51	120	29	42	0	14	8	30	2	22	1	13	1	15	1	13	35	3	2	200	100	15	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
5087	1	0	0	0	0	0	5	6	0	1	0	0	0	0	0	1	0	0	1	19	0	0	2	0	21	0	16	3	1	3	0	0	0	16	0	1	0	11	9	10	10	3	5	2	0	4	1	2	0	6	13	1	0	26	82	116	10	20	8	0	1	4	1	1	1	1	22	2	1	138	2	16	1	5	8	163	2	147	63	27	4	21	7	0	1	0	26	45	0	15	0	7	0	39	0	34	16	26	2	7	33	2	33	0	0	59	112	1	0	31	15	0	0	53	24	1	4	165	0	10	3	42	4	50	0	1	4	7	0	3	10	1	101	96	0	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
5095	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	16	8	0	0	0	94	0	7	0	60	135	0	1	0	1	0	0	0	109	47	0	9	1	1	0	0	0	0	1	0	1	8	0	30	4	15	0	25	6	8	134	2	1	1	0	1	0	0	0	0	0	0	0	0	0	10	2	2	0	3	0	2	0	0	0	2	0	19	20	0	23	0	5	0	1	0	49	2	6	0	1	65	0	11	0	0	39	22	0	0	13	384	0	1	2	6	0	0	2	0	3	5	86	0	73	0	37	4	0	0	1	0	32	26	94	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
5096	0	0	0	0	0	1	1	4	0	1	0	0	0	0	0	1	6	3	2	1	9	0	3	0	7	1	1	6	3	2	4	4	0	3	0	0	0	5	9	0	0	1	3	0	0	0	1	2	4	13	18	8	9	12	11	5	17	0	14	20	7	3	5	4	0	10	6	20	0	8	1	3	0	1	24	7	1	1	3	1	1	1	0	0	0	0	1	44	0	0	5	2	0	0	0	13	2	7	0	0	8	3	33	7	0	9	2	0	6	19	2	6	19	0	14	18	71	14	5	48	37	2	0	38	2	19	25	0	11	2	8	22	21	12	55	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
5097	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	9	0	0	0	27	0	1	0	7	29	0	1	0	1	0	1	0	15	16	0	0	4	0	0	0	0	0	0	0	0	0	1	12	3	3	1	2	0	5	22	0	8	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	3	0	0	2	7	0	2	0	4	9	0	14	0	17	0	0	0	37	0	2	0	1	21	0	6	0	0	27	1	0	0	9	69	1	16	1	2	0	0	4	0	2	9	41	0	87	0	185	8	0	0	0	1	126	1	61	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
5115	0	0	0	0	0	0	0	0	1	0	0	0	0	8	1	2	0	4	0	1	6	0	4	0	16	1	1	14	19	55	10	2	0	0	0	1	0	33	4	0	13	5	2	0	1	0	1	4	0	7	10	7	16	1	4	0	22	1	21	93	64	10	3	0	4	0	0	11	0	1	0	2	0	2	7	0	8	0	10	0	2	4	1	7	8	1	8	39	0	6	1	3	0	2	1	65	4	1	0	0	48	0	28	2	0	35	4	0	1	1	173	32	11	2	26	25	23	18	1	12	8	82	9	59	11	15	7	0	0	1	8	10	22	116	5	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
5120	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	9	0	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	5	0	2	1	13	2	0	0	0	0	0	0	0	4	0	63	0	0	0	2	1	258	155	2	0	55	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	15	9	3	0	0	0	0	1	17	0	0	0	0	1	23	0	0	2	0	0	126	0	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
5122	0	0	0	0	4	0	0	0	2	1	3	4	4	0	1	0	1	1	19	0	0	0	1	3	0	2	0	2	0	0	0	0	2	2	8	0	1	0	0	0	0	4	3	0	13	31	23	11	2	1	0	16	0	0	0	0	2	0	0	1	2	15	0	4	2	12	15	0	48	0	32	0	3	4	0	0	0	4	0	17	0	5	53	16	4	9	0	1	33	1	3	14	4	21	0	0	1	0	1	35	0	0	0	6	0	5	0	0	19	0	0	38	1	0	18	3	2	0	9	0	0	0	13	0	3	0	2	3	35	55	15	1	2	13	48	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae"
5123	2	2	3	0	0	4	6	21	0	1	0	3	1	34	7	39	20	33	3	134	37	3	3	1	83	0	66	18	17	57	93	30	3	130	4	16	27	43	132	21	49	26	7	8	2	24	2	0	19	120	174	0	78	177	147	150	13	73	82	112	6	160	121	31	5	11	22	58	8	117	14	141	6	69	12	135	53	178	405	6	66	255	10	9	15	10	220	99	6	78	1	154	1	1	1	219	10	251	32	12	264	3	173	35	0	49	142	54	6	292	137	34	38	36	47	168	139	633	16	237	110	127	139	368	9	244	56	11	7	1	133	210	198	134	23	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
5124	1	1	0	0	0	0	3	0	4	0	1	6	15	0	3	1	8	0	3	0	0	2	0	4	1	1	0	0	5	0	0	6	1	4	6	0	2	7	2	6	4	20	17	0	0	45	2	19	2	0	0	25	10	0	0	2	6	0	3	8	4	27	0	4	2	12	7	2	52	4	16	1	6	5	13	5	0	1	0	4	2	3	46	29	6	15	5	2	27	4	17	29	5	60	2	2	19	0	1	31	0	3	0	13	3	8	9	11	0	0	0	53	6	11	19	0	4	0	19	0	24	3	11	0	16	12	17	9	15	84	15	7	151	14	7	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
5135	0	0	0	0	7	1	0	0	12	0	1	7	1	0	0	0	0	0	0	0	0	1	6	1	0	26	0	0	0	0	1	0	1	3	12	0	15	0	0	0	0	0	10	2	10	1	2	2	7	6	0	4	0	0	0	2	0	0	0	0	3	0	0	19	0	17	7	0	1	0	51	0	31	10	0	0	0	3	0	13	0	4	2	9	13	35	0	0	59	0	25	0	3	0	1	0	21	0	9	72	0	53	0	11	0	3	0	0	224	0	0	129	0	0	1	12	1	0	59	0	0	0	25	0	1	0	0	0	10	1	1	0	0	15	752	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae"
5136	0	1	0	0	12	1	0	0	31	0	36	17	8	0	0	0	0	0	11	0	0	0	18	18	0	6	0	0	0	0	3	0	20	1	8	3	13	0	0	0	0	2	156	0	6	16	11	11	31	6	0	20	0	0	0	0	0	0	0	0	12	1	0	24	13	8	6	5	53	0	74	1	73	3	2	0	0	1	0	11	0	2	50	23	91	61	0	0	82	0	56	0	8	16	2	0	119	0	13	104	0	44	0	49	5	13	0	5	175	0	0	115	0	0	19	6	4	0	160	0	1	0	16	0	27	0	0	0	202	195	0	0	1	14	674	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae"
5137	0	0	2	0	4	0	2	5	2	2	1	20	3	0	12	0	1	0	1	0	0	0	6	11	4	5	8	0	6	0	26	4	5	26	23	0	32	11	7	2	0	80	11	1	3	133	18	9	26	20	0	7	3	0	0	19	11	4	0	4	3	18	1	22	3	29	11	9	77	2	31	38	36	36	14	0	0	32	0	16	10	39	85	22	45	61	2	10	35	1	17	31	4	68	4	3	16	0	39	32	0	21	6	54	0	64	1	31	21	1	0	91	57	12	73	13	31	0	105	10	78	6	91	1	111	1	86	38	58	27	23	4	42	159	113	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
5138	0	0	0	0	0	0	2	0	3	6	0	0	2	0	3	14	1	3	1	2	15	0	0	1	2	0	0	7	3	0	2	7	0	4	5	1	2	3	6	10	45	10	1	0	0	24	1	5	2	2	19	1	26	3	10	4	9	1	10	59	2	13	12	3	2	5	3	1	22	17	13	5	2	6	15	28	10	1	2	8	2	7	18	6	0	0	44	4	14	22	4	13	0	16	2	102	0	9	0	17	5	2	9	3	0	37	118	5	1	37	1	21	16	17	13	2	2	6	2	14	92	18	12	126	5	27	23	8	3	49	31	32	110	51	2	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__"
5148	1	1	0	0	1	7	2	0	2	3	2	5	2	0	2	0	9	0	0	0	0	0	10	0	1	3	0	17	0	0	1	0	2	10	38	0	0	1	0	2	0	9	10	0	11	18	2	14	9	0	0	23	0	0	0	5	12	0	0	0	7	13	0	17	19	118	52	21	37	1	39	0	21	16	20	0	0	12	0	16	1	17	62	18	11	0	0	0	48	3	0	23	0	6	0	0	20	0	0	40	0	13	0	25	0	51	1	8	10	0	0	44	3	0	15	198	29	0	38	0	9	1	11	0	1	0	9	21	86	16	10	0	131	63	30	"k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__"
5149	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	19	1	0	12	11	0	0	0	7	0	1	0	1	0	0	2	0	7	0	0	0	0	2	4	1	1	0	0	0	0	1	0	0	0	3	3	0	16	37	5	2	1	0	2	2	3	1	0	0	0	3	0	2	5	0	8	0	6	0	3	0	6	66	4	0	14	1	0	1	0	1	19	0	0	1	2	0	1	0	2	5	16	0	1	0	1	8	0	0	1	1	1	1	43	0	0	76	6	0	1	4	129	0	4	104	1	12	5	0	5	103	1	0	0	0	7	6	5	0	"k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__"
5150	0	0	0	0	8	1	0	1	2	3	0	5	2	0	0	0	6	0	0	0	0	0	4	0	0	5	0	2	2	0	0	0	3	18	16	0	2	3	0	0	0	79	37	1	7	59	0	14	4	0	0	30	0	0	0	3	33	0	0	0	25	1	0	6	17	47	37	3	19	0	55	3	22	8	41	0	0	10	0	19	0	8	50	51	104	7	0	0	64	0	7	0	1	68	1	0	41	0	0	70	0	14	0	6	0	122	1	16	9	1	0	138	1	0	280	14	10	0	37	0	0	0	7	0	3	0	1	21	28	86	0	0	89	185	20	"k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__"
5157	0	0	1	16	15	1	0	0	2	0	3	15	110	0	0	1	0	1	1	0	1	51	0	0	0	9	0	0	0	0	0	0	0	2	1	0	10	1	0	0	0	0	20	1	5	0	0	2	3	0	0	1	0	0	0	2	0	0	0	0	5	0	0	4	11	0	0	0	0	0	3	1	26	6	0	0	0	3	0	0	0	3	0	276	5	25	0	0	1	0	0	0	5	0	12	0	79	0	51	12	0	22	0	1	12	8	0	0	20	0	0	32	1	0	149	2	1	0	53	0	0	0	5	0	11	0	5	38	125	233	0	0	0	5	71	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__"
5158	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	6	1	0	0	16	0	1	0	0	12	0	0	0	52	1	3	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	1	3	1	0	1	1	0	0	8	27	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	1	2	0	0	0	0	19	23	0	5	2	0	4	0	5	0	2	0	0	1	239	0	1	0	15	1	0	28	0	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__"
5160	1	0	0	3	22	3	1	3	7	6	42	54	43	0	29	1	1	5	170	0	1	7	43	299	3	11	16	51	9	0	16	6	59	11	23	35	54	17	3	10	0	103	29	19	27	271	536	318	113	19	0	698	0	0	0	17	62	12	2	3	73	38	0	116	125	38	15	21	122	0	161	31	354	92	60	0	8	34	0	48	55	17	111	147	100	206	0	11	396	1	26	170	29	202	10	0	53	0	104	260	1	66	13	213	14	81	0	268	194	0	0	113	66	45	331	50	41	0	660	50	60	2	123	1	529	1	142	70	312	667	381	7	43	185	736	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
5162	0	0	0	0	8	0	0	0	3	0	7	35	5	0	2	0	2	0	9	0	0	5	7	36	0	8	7	5	15	0	32	3	1	14	49	9	288	16	2	0	0	61	14	7	6	219	42	41	31	86	0	90	1	0	0	11	44	2	0	2	43	3	0	49	8	69	144	17	94	0	38	12	75	35	38	1	1	17	0	329	1	16	105	43	188	219	0	44	35	0	70	8	25	87	3	0	14	0	634	69	0	30	20	91	12	15	0	19	15	0	0	262	0	0	77	9	55	0	205	8	0	0	76	0	113	0	1	1	121	213	29	0	1	61	57	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
5163	0	0	0	0	2	2	0	3	1	0	6	30	0	0	3	0	0	0	5	0	0	0	12	10	0	0	1	8	10	0	9	0	9	3	17	12	53	9	1	0	0	0	1	11	10	3	16	34	14	27	0	76	0	0	0	4	21	3	0	0	39	0	0	22	13	25	5	16	10	0	20	6	16	5	12	0	0	3	0	8	7	1	2	20	55	201	0	35	24	1	7	2	3	27	3	0	1	0	138	14	0	0	26	48	0	9	0	11	27	0	0	14	0	2	9	5	32	0	7	13	0	0	27	0	90	0	0	0	29	48	19	0	0	16	100	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
5174	0	0	0	0	2	0	1	1	1	2	3	14	6	0	14	0	0	1	22	0	0	3	3	26	0	1	1	12	2	0	3	1	3	1	1	3	4	3	0	1	1	11	2	2	2	13	25	15	10	2	0	71	0	0	0	1	6	1	0	0	5	4	0	16	4	3	1	0	18	0	15	1	24	4	5	0	0	2	0	4	13	0	4	17	9	16	0	0	24	0	0	15	2	34	4	0	3	0	8	36	0	11	1	18	0	14	0	51	28	0	0	18	7	4	38	2	2	0	56	9	7	0	9	0	85	1	23	11	54	95	24	0	3	22	96	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
5176	0	0	0	0	0	0	0	0	1	0	2	7	0	0	0	0	2	0	6	0	0	0	0	1	0	3	0	0	0	0	4	0	0	1	5	3	14	2	0	0	0	4	0	0	0	19	7	5	4	4	0	8	0	0	0	0	5	0	0	0	0	0	0	2	0	9	13	1	8	0	0	3	5	6	1	0	0	1	0	28	0	1	8	6	15	16	0	3	3	0	7	0	0	13	0	0	1	0	53	15	0	9	2	8	1	3	0	3	1	0	0	32	0	0	8	0	2	0	13	2	0	0	8	0	14	0	0	0	19	27	4	0	0	12	14	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
5181	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	1	2	0	1	0	2	0	1	1	0	0	1	1	0	0	9	3	0	0	1	2	11	2	0	1	0	7	3	0	2	11	1	2	2	20	0	2	3	0	0	0	0	2	1	2	2	4	0	3	1	1	1	1	4	0	5	3	0	0	1	0	0	2	0	0	0	1	1	2	30	26	0	1	9	2	4	8	0	1	2	0	10	0	28	11	0	1	5	3	0	6	0	55	7	0	0	3	33	0	44	4	9	0	1	0	48	6	5	1	33	0	42	3	16	0	1	1	2	12	22	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
5182	0	0	0	0	0	0	1	0	0	0	3	41	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0	0	2	0	1	0	0	0	16	0	0	0	0	1	2	0	2	3	3	2	5	4	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	6	0	9	1	9	3	2	0	0	0	0	6	0	0	9	2	13	90	0	1	20	0	0	0	1	10	1	0	1	0	36	22	0	2	0	22	0	8	0	2	15	1	0	8	0	0	15	2	3	0	20	0	0	0	5	0	36	0	2	0	16	18	0	0	0	24	58	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
5188	0	0	1	2	11	0	0	0	0	0	10	226	3	0	3	1	0	0	13	0	0	2	5	21	0	4	0	5	2	0	13	2	6	4	11	4	249	3	0	0	0	8	9	1	18	25	33	16	102	36	1	31	0	0	0	2	10	0	0	0	16	3	0	140	9	13	24	23	82	0	114	5	111	41	7	0	0	9	0	41	3	8	67	18	76	1132	0	8	242	0	17	18	8	46	6	0	17	0	530	183	0	5	9	328	3	69	0	12	119	1	0	35	1	0	73	15	52	0	184	0	6	0	72	0	269	1	1	1	160	82	6	0	4	136	478	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
